P (kPa);T (K);cp (kJ/kg K);Pr; K  (W/m K);Mμ;Viscosidade cinemática ν (cSt)
2560;397;2.0676081573;0.005100811056529290;0.11819647935746100;0.0002915919569285030;0.3756618873658510
2560;401.5;2.0875297114;0.005008203200665220;0.11713399718007600;0.0002810167713492840;0.3639569217012100
2560;406;2.1074423128;0.004919797518462420;0.11606757486036200;0.0002709582906753020;0.3528124434495040
2560;410.5;2.1273796216;0.004835410835512640;0.11499682499763900;0.0002613811319786450;0.3421904906167880
2560;415;2.1472994787;0.004754705014815180;0.11392134905912800;0.0002522528483015060;0.3320562162910040
2560;419.5;2.1673523155;0.004677779857222560;0.11284073612879300;0.0002435432941707570;0.3223771263804570
2560;424;2.187432979;0.004604192353602170;0.11175456156031300;0.0002352252630179120;0.3131239858775800
2560;428.5;2.2075252597;0.004533712973113830;0.11066238552117100;0.0002272732738452770;0.3042692793253590
2560;433;2.2276128842;0.004466133657825400;0.10956375141306600;0.0002196640005718870;0.2957878312306630
2560;437.5;2.2479309698;0.004401754270416230;0.10845818415182400;0.0002123758610293970;0.2876563107810140
2560;442;2.2682681821;0.004339990083082540;0.10734518828758400;0.0002053888761054480;0.2798530880959960
2560;446.5;2.2887165106;0.004280875682658210;0.10622424594317200;0.0001986846292479220;0.2723582237494840
2560;451;2.3092361183;0.004224196379925780;0.10509481454521800;0.0001922458823654130;0.2651529849021320
2560;455.5;2.3298411173;0.004169853548178540;0.10395632431859400;0.0001860567420673350;0.2582201080949280
2560;460;2.3506010902;0.004117850669565400;0.10280817550995500;0.0001801023219660390;0.2515433689036670
2560;464.5;2.3714651763;0.004067981978391040;0.10164973530051300;0.0001743686963859560;0.2451075455801630
2560;469;2.3925745049;0.004020384047492320;0.10048033436133800;0.0001688430318583680;0.2388986335326510
2560;473.5;2.4137988851;0.003974733430603420;0.09929926299621870;0.0001635132498809670;0.2329034015343610
2560;478;2.435242257;0.003931105914693800;0.09810576680719960;0.0001583678827216710;0.2271092077922560
2560;482.5;2.4567765296;0.003889206733682390;0.09689904180573850;0.0001533962903561040;0.2215043306117830
2560;487;2.4786909561;0.003849412561632420;0.09567822887763360;0.0001485885020095950;0.2160777678359930
2560;491.5;2.5008768657;0.003811462246262410;0.09444240749162330;0.0001439349835793480;0.2108189202762500
2560;496;2.5233250493;0.003775264518376010;0.09319058851902730;0.0001394267941740670;0.2057178364406640
2560;500.5;2.546071836;0.003740801586137800;0.09192170600376390;0.0001350554445317100;0.2007650259912100
2560;505;2.5692283897;0.003708163879325390;0.09063460768697780;0.0001308128073724210;0.1959513438553700
2560;509.5;2.5927853221;0.003677265831841040;0.08932804404627070;0.0001266911538689180;0.1912680606952950
2560;514;2.6168237522;0.003648153725755030;0.08800065555336120;0.0001226830500742120;0.1867067251621030
2560;518.5;2.6413621536;0.003620784363840420;0.08665095778212760;0.0001187813010121850;0.1822590944744280
2560;523;2.6665267737;0.003595264981383670;0.08527732390627160;0.0001149789979109310;0.1779172232470420
2560;527.5;2.6923140658;0.003571520191907730;0.08387796400515740;0.0001112692779423440;0.1736731107662810
2560;532;2.7188891695;0.003549701894137240;0.08245090043781070;0.0001076454754920480;0.1695189493533520
2560;536.5;2.746363424;0.003529879958645910;0.08099393833456240;0.0001041008910905480;0.1654467821282670
2560;541;2.7748547857;0.003512127117824200;0.07950462997329790;0.0001006288215007740;0.1614485652840170
2560;545.5;2.8044651126;0.003496486386226090;0.07798023142353810;0.0000972223959366770;0.1575159251821130
2560;550;2.8354280001;0.003483154987367500;0.07641764931359060;0.0000938745460359194;0.1536401265537930
2560;554.5;2.8680753093;0.003472424538695210;0.07481337483923590;0.0000905777466076347;0.1498116676687350
2560;559;2.9025004493;0.003464271644612180;0.07316340108834670;0.0000873239815935752;0.1460202358727740
2560;563.5;2.9391512592;0.003459062220367500;0.07146311825105390;0.0000841043385293722;0.1422540434479040
2560;568;2.9786159099;0.003457264639850780;0.06970717907543000;0.0000809087753016419;0.1384994258914740
2560;572.5;3.0212746948;0.003459014897968890;0.06788932361605910;0.0000777255316117018;0.1347398100727920
2560;577;3.0680370098;0.003464926523419300;0.06600214724065040;0.0000745403624022258;0.1309543059074680
2560;581.5;3.1199877887;0.003475582394262970;0.06403678785746700;0.0000713352575516221;0.1271152793435270
2560;586;3.1786990174;0.003491717833765530;0.06198249534978120;0.0000680861519793032;0.1231838852668610
2560;590.5;3.246237991;0.003513891174204780;0.05982602444185210;0.0000647586960212359;0.1191015712164260
2560;595;3.3261406376;0.003542764810020380;0.05755075428341150;0.0000612989074357013;0.1147709777120690
2560;599.5;3.4234797646;0.003577064359003200;0.05513536883746160;0.0000576088589237767;0.1100056538739910
2560;604;3.5477406192;0.003608948135596650;0.05255179896007970;0.0000534584506693585;0.1043472715822350
2560;608.5;3.7164454869;0.003563607431077440;0.04976185353254290;0.0000477154075465734;0.0954872776495539
2560;613;3.9692044794;0.003780216396864620;0.04671135853672260;0.0000444872629712476;0.0916332922243205
2560;617.5;4.4213505551;0.004459900938860060;0.04331912462548010;0.0000436968302291163;0.0931455968555060
2880;298;1.6314244464;0.009285660887252240;0.14128216897350900;0.0008041428540675880;0.9336199261149370
2880;302.6;1.6517705661;0.008924474715094950;0.14019517196755600;0.0007574709787577460;0.8833007490036810
2880;307.2;1.6719763066;0.008590494272236350;0.13911197442467200;0.0007147473410892950;0.8371733639223850
2880;311.8;1.6922876294;0.008282122429355820;0.13803218430755000;0.0006755349561970320;0.7947781376592440
2880;316.4;1.7125428556;0.007996000711018160;0.13695541765959700;0.0006394558906295050;0.7557172232769240
2880;321;1.7327944414;0.007730180800121920;0.13588129762855900;0.0006061809600301980;0.7196436830074760
2880;325.6;1.7531075557;0.007482993775147690;0.13480945352882200;0.0005754229387264160;0.6862545105097660
2880;330.2;1.7733001739;0.007251945258797320;0.13373951993639700;0.0005469303459010090;0.6552841590414470
